,Steming,Label
311,rusuh suporter psis alas indonesia tuan rumah piala dunia,positif
312,hati ratu tisha mak nyess berkat juang dapet tuan rumah piala dunia publik usaha tegar semangat,positif
313,komen depan rusak orang tolak piala israel piala dunia indonesia sebab eventnya batal kek pildun satu mimpi jarang sekolah bola deh lengkap lupa,netral
314,ganjar pranowo terang terang alas tolak keikutsertaan israel piala dunia,negatif
315,lanyalla transparansi dana nila rp miliar piala dunia batal indonesia,netral
316,pdip buka buka piala dunia demokrat moana begal windah ria sw prilly taubat lambat mbah slamet nmax,netral
317,kelenjar tanda tangan komitmen sedia tuan rumah piala dunia,negatif
318,ulas bataly piala dunia tuju penolakn israel main uu melakukn kerjasama apa israel lihat kepiadaban henti hentiy banned israel rusia,positif
319,andai piala dunia konsep gin wkwkwk,positif
320,tengah sedih akibat gagal indonesia tuan rumah piala dunia ketua pssi erick thohir langkah bangun semangat sepak bola indonesia yakin bawa sepak bola maju prestasi,negatif
321,israel buka suara timnas tolak ri piala dunia,negatif
322,bang islah ko nggak suara piala dunia ganjar ngomong tolong bang kritik adil imbang rakyat percaya,positif
323,wakil ketua waketum pssi zainudin amal infrastruktur stadion sepak bola faktor utama sendat langkah indonesia tuan rumah piala dunia menep nyata jurnalis,netral
324,hati oknum bonek oknum persija picu tawur kait unsur politik batal piala dunia,negatif
325,ketua pssi erick thohir sepak bola indonesia bangkit pasca gagal indonesia tuan rumah piala dunia yakin komunitas sepak bola kuat respon,positif
326,faktor aman tanding alas utama fifa batak indonesia tuan rumah piala dunia,positif
327,pssi buka juara piala dunia sulit wujud,positif
328,fifa cabut status tuan rumah piala dunia standar stadion indonesia,negatif
329,piala dunia indonesia batal merchandise resmi jual,netral
330,ganjar batal piala dunia,negatif
331,banget pssi buka juara piala dunia sulit wujud,positif
332,ri tanggap desa normalisasi israel gaduh piala dunia,netral
334,sii faktor aman tanding alas utama fifa batak indonesia tuan rumah piala dunia,positif
335,piala dunia batal indonesia ganjar sesal tolak israel,negatif
336,gagal lobi fifa indonesia tuan rumah piala dunia erick thohir yakin selamat sepakbola indonesia gagal erick thohir usaha maksimal template,negatif
338,hahaha faktor aman tanding alas utama fifa batak indonesia tuan rumah piala dunia,positif
339,ganjar pungkiri tunggang polemik piala dunia batal,netral
340,ampuh alih isu menteri uang piala dunia uyaitu goyang demokeratrakyat suguh totonan drama politikkl pimpin negeri sejahtera rakyat mundurjabatanmu amanah rakyat,positif
342,piala dunia indonesia via lipa partai demokrat ria sw al nassr billboard ganjar hokky cuadrado begal margot robbie penaldo windah moana,positif
343,top news koran rakyat merdeka bas papar kondisi kini stadion indonesia venue piala dunia pakai,positif
344,clear piala dunia ada indonesia,positif
346,gagal tuan rumah piala dunia gagal bangun sepakbola indonesia bagus semangat sepakbola indonesia gelora proses transformasi,positif
347,ganjar aku tanda tangan komitmen sedia tuan rumah piala dunia begal windah prabowo,negatif
348,reaksi puan maharani indonesia batal tuan rumah piala dunia gegara beda dapat lengkap,netral
349,amat politik unand sumbar asrinaldi nilai sikap gubernur ganjar pranowo tolak hadir timnas israel ajang piala dunia imbas elektabilitas reaksi netizen representasi marah publik,negatif
350,lihat aksi suporter bola senang piala dunia batal indonesia bayang anak anak israel timpuk batu lempar petas bagus putus baik,positif
352,puluh suporter cinta sepak bola tanah air gelar aksi ribu lilin gedung juang menteng jakarta pusat selasa malam simbol duka cita dalam pasca batal indonesia tuan rumah piala dunia,negatif
353,indonesia tuan rumah piala dunia batal menteri pupr pasti stadion,positif
354,ganjar pranowo aku menandatangani komitmen sedia tuan rumah piala dunia sebut nahu komitmen her header typingnya amanda,negatif
356,ribu suporter tanah air gelar aksi ribu lilin doa sepak bola indonesia gedung joeang jakarta selasa april simbol harap duka batal indonesia tuan rumah piala dunia,netral
357,perintah ri boleh tanding piala dunia status tuan rumah batal israel fifa tuju lobi sifat diskriminatif,positif
358,indonesia batal host piala dunia ganjar pranowo mohon maaf,negatif
359,eksklusif ganjar pranowo piala dunia indonesia mata najwa gubernur jawa ganjar pranowo blakan stlh sasar tembak sikap tolak timnas israel ujung batal gelar piala dunia indonesia,negatif
360,beda nyata presiden jokowi ganjar pranowo tanda tangan sedia tuan rumah piala dunia,negatif
361,yuk bangkit sepakbola indonesia fans sepakbola tanah air gelar lilin sepakbola indonesia lilin pssi ungkap kecewa batal piala dunia indonesia respon suporter baik nyata sepakbola indonesia,positif
362,batal tuan rumah piala dunia indonesia hilang potensi dapat rp triliun,negatif
363,ferri bastian koordinator nasional gsr kecewa indonesia batal tuan rumah piala dunia aksi lilin sepakbola indonesia pssi lorong gelap sari ribu lilin lahir harap sepakbola indonesia,positif
364,venue indonesia selenggara piala dunia,positif
365,gubernur jawa ganjar pranowo sesal putus tolak partisipasi timnas israel piala dunia gelar indonesia ganjar tindak sikap,negatif
366,psi gabung kecewa banget ganjar pranowo tolak hadir timnas israel ujung gagal indonesia tuan rumah piala dunia politik is politik,negatif
367,aksi lilin pssi lilin sepakbola indonesia tuang kecewa batal indonesia tuan rumah piala dunia aksi gedung joang,negatif
368,profil stadion gagal lokasi laga piala dunia gin biaya renovasi,negatif
369,bully an akibat tolak israel piala dunia masyarakat henti cinta pria rambut putih,negatif
370,debat batal piala dunia pasuk babak,netral
371,ganjar pranowo aku menandatangani komitmen sedia tuan rumah piala dunia sebut nahu komitmen begal demokrat morningg windah,negatif
373,argentina gelar piala dunia piala dunia baca lengkap,netral
374,blueprint kerangka kerja perinci landas buat bijak liput tetap tuju susun strategi tum pssi upaya indonesia kucil dunia sepak bola susul tragedi piala dunia,negatif
375,kisruh selenggara piala dunia bukti urus sepak bola lepas penting kuasa urus sempit politik elektoral gelintir elite partai,positif
376,tum pssi yakin selesai tantang masalah sepakbola indonesia putus fifa batal piala dunia indonesia iggi achsien sekjen mes,negatif
377,gelar aksi lilin suporter suara sikap batal piala dunia,positif
378,untung batal indonesia tuan rumah piala dunia jalan kecuali evaluasi,negatif
380,usul mending piala dunia ada wilayah zimbabwe luxembourg indonesia tuan rumah,positif
381,serang batal piala dunia indonesia ganjar pranowo maaf,negatif
382,gera sepak bola rakyat gsr gelar aksi lilin doa baik sepak bola indonesia piala dunia batal indonesia,positif
383,duta israel sedih indonesia batal tuan rumah piala dunia sabotase politik,negatif
384,opini kontestasi wacana batal piala dunia indonesia,netral
385,wis lali karo tragedi stadion kanjuruhan wis layak piala dunia kabur saka indonesia rasah nyalahke sapa sapa upamane bijaksana bijaksini,negatif
386,erick thohir menghimbau cinta sepak bola kuat persepakbolaan nasional cepat bangkit pasca gagal tuan rumah piala dunia,positif
390,omong ganjar kader pdip percaya alias penuh tipu piala dunia,negatif
391,btlnya piala dunia suporter kumpul aksi lilin pssi bentuk kekcwaan doa dukung sepakbola indonesia,positif
393,kumpul suporter nyala lilin pssi merespon btlnya piala dunia,positif
394,suporter gelar aksi lilin pssi bentuk protes btlnya piala dunia campur tangan politik sepakbola,positif
395,suporter kumpul aksi lilin pssi menteng bentuk kekcwan btlnya piala dunia,positif
396,bnyk opini kembang gagalny piala dunia tragedi kanjuruhan pdhl fifa surat alas batal situasi kondusif percaya pidato presiden jokowi drpd spekulasi salah pssi perintah jokowi,negatif
397,moment gubernur jawa temu personel timnas indonesia hokky caraka pasca batal piala dunia indonesia moment itu unggah insta story pribadi hokky caraka,netral
398,wawancara eksklusif ratu tisha potensi sanksi fifa pssi piala dunia batal lengkap,positif
399,tolak israel tanding piala dunia main indonesia mei juni indonesia israel hubung bilateral,positif
401,pasca indonesia batal tuan rumah piala dunia pemkot surabaya tepis stadion gbt sesuai standart fifa,netral
402,budiman putus fifa pdip usul jokowi tanding piala dunia ada singapura ri tuan rumah,netral
403,tum pssi bubar panitia piala dunia erick thohir harap alam berat dewasa,positif
404,walikota surakarta gibran rakabuming raka temu gubernur jawa ganjar pranowo semarang gibran tolak komentar beda sikap ganjar kait piala dunia,negatif
405,puan sedih piala dunia batal jhon sitorus akan sakit diam nikmat drama,negatif
406,deret rugi finansial imbas batal helat piala dunia indonesia,negatif
407,batal helat piala dunia uji berat harap dewasa cinta sepakbola tanah air kuat bangkit,positif
408,faktor aman nilai salah alas indonesia selenggara piala dunia,positif
409,ribu suporter gelar aksi lilin batal piala dunia rang jalan erick thohir lobi fifa,positif
412,tum pssi sepak bola indonesia bangkit batal tuan rumah piala dunia beliau sepak bola gari indonesia nikmat yes optimis,positif
413,rusuh supporter psis semarang salah bukti indonesia tuan rumah piala dunia,negatif
414,ganjar pranowo beda pandang kait selenggara piala dunia ganjar respons positif wejang her header windah lipa typingnya,positif
416,pssi buka juara piala dunia sulit wujud kait kompleks kesiap stadion aman suporter sentimen masyarakat israel konstitusi negara,positif
417,gubernur jawa ganjar pranowo tanda tangan komitmen sedia tuan rumah piala dunia,negatif
418,ganjar gibran tanda tangan komitmen sedia tuan rumah piala dunia,positif
419,wakil presiden wapres maruf amin perintah pikir selenggara event ganti piala dunia status indonesia tuan rumah batal federasi sepak bola dunia fifa,netral
420,dampak batal piala dunia skala nasional,netral
421,tegang batal piala dunia hokky caraka temu langsung ganjar pra,negatif
422,ganjar orang bertanggungjawab gagal indonesia tuan rumah piala dunia lipa windah,negatif
424,tulis saji lapor rugi triliun rupiah akibat batal piala dunia tulis bantu hasil analisis data,negatif
425,ketua pssi resmi bubarka panitia laksana piala dunia harap gagal momentum bangkit,negatif
426,pks baris depan benci soekarno pro dng pikir soekarno jual nama soekarno kisruh piala dunia libat timnas israel pks lindung balik nama soekarno tuju politik,negatif
427,gubernur jawa ganjar pranowo ragu sikap konteks piala dunia putus tuju,positif
430,puan maharani tuju pdip salah gagal indonesia tuan rumah piala dunia beda dapat,negatif
431,batal tuan rumahpiala dunia status cabut federasi sepakbola dunia fifa ketua tum pssi optimis sepakbola indonesia bangkit kecewa,negatif
432,ganjar sesal keluar statement tolak timnas israel main piala dunia indonesia,positif
433,rugi piala dunia audit bertanggungjawab,netral
435,jadi kanjuruan faktor aman alas batal indonesia host piala dunia,positif
437,komunikasi konsisten bangun fifa buah dampak positif membawasepak bola indonesiabangkit pasca batal tuan rumah piala dunia,positif
438,rapat presiden fifa gianni infantino tum pssi erick thohir fifa putus dasar kondisi batal indonesia tuan rumah piala dunia erick thohir jujur,negatif
439,piala dunia ajang main sepak bola muda besar dunia turnamen selenggara ajang bibit tantang negara selenggara hadir pentas dunia,positif
440,gagal tuan rumah piala dunia indonesia ngaku gelar pildun ganti peru,negatif
441,ganjar pranowo aku menandatangani komitmen sedia tuan rumah piala dunia sebut nahu komitmen begal demokrat lipa wasit,negatif
444,tum pssi erick thohir sepak bola indonesia bangkit batal tuan rumah piala dunia turut sepak bola gari indonesia nikmat,positif
445,ribut emg bahan bakar baik twitter sosmed cek bulan kiky vs blink piala dunia perkara selfie amanda,positif
446,beda peru fifa rincian detail alas batal piala dunia indonesia,netral
447,ganjar mnyatakan tolak tim israel kmrin indonesia gagal tuan rumah piala dunia ganjar srngaja mmbuat prnyataan uji erict tohir,positif
448,lihat erick thohir citra terobos fakta ngaco liga beliau fokus bumn citra piala dunia,positif
449,berita bohong tertib berita coba pilih orang otak spt ganjarcek fakta indonesia gagal tuan rumah piala dunia ganjar pranowo wayan koster pecat gubernur,negatif
450,inti piala dunia gagal biang kerok pdi dkk titik ber kelit pdi layak kubur,negatif
451,aksi lilin pssi doa gelar suporter sepakbola indonesia rangka batal indonesia tuan rumah piala dunia,positif
452,heran ajaib delegasi resmi istael perintah swasta ikut acara indonesia piala dunia tolak ambisi politik malu perintah jokowi,negatif
453,fokus ajang ganti piala dunia fokus lobi fifa,negatif
454,rusuh jatidiri ricuh pakansari sengaja cipta jadi jadi tegas indonesia layak tuan rumah piala dunia analisis tipis tipis kait tidak jawab,negatif
455,presiden joko widodo kali mencampuradukkan politik sepak bola nyata jokowi federasi sepak bola dunia fifa batal indonesia tuan rumah selenggara piala dunia,netral
456,ganjar aku tanda tangan komitmen sedia tuan rumah piala dunia taekook moana windah begal doge,negatif
457,dprd bal agenda hak gubernur bal wayan koster batal tuan rumah piala dunia,netral
